epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,109.165,3.25672,5.45051,2.06093,0.6761,0.0081,0.00399,0.00112,3.15342,5.26912,1.9143,0.000302333,0.000302333,0.000302333
